Compound_Name,10863.107.1.a,10863.107.2,10863.107.3,10863.107.5,10863.107.7,10863.107.8,10863.146.1.a,10863.146.1.b,10863.146.2,10863.146.3,10863.146.4,10863.146.5,10863.146.6,10863.146.7,10863.146.8,10863.146.9,10863.148.1.a,10863.148.1.b,10863.148.2,10863.148.3,10863.148.4,10863.148.5,10863.148.6,10863.148.7,10863.148.8,10863.148.9,10863.157.1.a,10863.157.1.b,10863.157.2,10863.157.3,10863.157.4,10863.157.5,10863.157.6,10863.157.7,10863.157.8,10863.157.9,10863.178.1.a,10863.178.1.b,10863.178.2,10863.178.3,10863.178.4,10863.178.5,10863.178.6,10863.178.7,10863.178.8,10863.178.9,10863.179.1.b,10863.179.2,10863.179.3,10863.179.4,10863.179.5,10863.179.6,10863.179.7,10863.179.8,10863.179.9,10863.187.1.a,10863.187.1.b,10863.187.2,10863.187.3,10863.187.4,10863.187.5,10863.187.6,10863.187.8,10863.187.9,10863.228.1.a,10863.228.1.b,10863.228.2,10863.228.3,10863.228.4,10863.228.5,10863.228.6,10863.228.7,10863.228.8,10863.228.9,10863.243.1.a,10863.243.1.b,10863.243.2,10863.243.3,10863.243.4,10863.243.5,10863.243.6,10863.243.7.BLANK,10863.243.8,10863.243.9,10863.259.1.a,10863.259.1.b,10863.259.2,10863.259.3,10863.259.4,10863.259.5,10863.259.6,10863.259.7,10863.259.8,10863.259.9,10863.272.1.a,10863.272.1.b,10863.272.2,10863.272.3,10863.272.4,10863.272.5,10863.272.6,10863.272.7,10863.272.8,10863.272.9,10863.328.1.a,10863.328.1.b,10863.328.2,10863.328.3,10863.328.4,10863.328.5,10863.328.6,10863.328.7,10863.328.8,10863.328.9,10863.34.1.a,10863.34.1.b,10863.34.2,10863.34.3,10863.34.4,10863.34.6,10863.34.7,10863.34.8,10863.34.9,10863.348.1.a,10863.348.1.b,10863.348.2,10863.348.3,10863.348.4,10863.348.5,10863.348.6,10863.348.7,10863.348.8,10863.348.9,10863.350.1.a,10863.350.1.b,10863.350.2,10863.350.3,10863.350.4,10863.350.5,10863.350.6,10863.350.7,10863.350.8,10863.350.9,10863.353.1.a,10863.353.1.b,10863.353.2,10863.353.3,10863.353.4,10863.353.5,10863.353.6,10863.353.7,10863.353.8,10863.353.9,10863.49.1.a,10863.49.1.b,10863.49.2,10863.49.3,10863.49.4,10863.49.5,10863.49.6,10863.49.7,10863.49.8,10863.49.9,10863.69.1.a,10863.69.1.b,10863.69.2,10863.69.3,10863.69.4,10863.69.6,10863.69.7,10863.69.8,10863.69.9
2-Hydroxyphenethyl alcohol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57987.0,83786.0,198325.0,347924.0,347924.0,63799.0,0.0,0.0,0.0,68341.0,0.0,0.0,232109.0,0.0,221737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50972.0,0.0,111689.0,111689.0,408396.0,288390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92282.0,0.0,0.0,836786.0,836786.0,0.0,0.0,948435.0,0.0,313273.0,58928.0,0.0,39427.0,40027.0,87501.0,0.0,218285.0,357610.0,255513.0,0.0,0.0,39427.0,0.0,0.0,0.0,0.0,0.0,99704.0,87917.0,0.0,0.0,0.0,0.0,0.0,559935.0,672515.0,151158.0,255661.0,0.0,43485.0,0.0,0.0,0.0,0.0,158945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249504.0,0.0,0.0
"2-Methylamino-1-(3,4-methylenedioxyphenyl)propan-1-one",101429.0,61164.0,63324.0,36263.0,0.0,0.0,421138.0,421138.0,91024.0,562527.0,470344.0,503377.0,86768.0,89852.0,88186.0,85124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131552.0,131552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67783.0,38580.0,50713.0,0.0,42656.0,27353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78709.0,0.0,0.0,631944.0,631944.0,921993.0,632777.0,500465.0,450130.0,127744.0,60719.0,60582.0,631944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65449.0,0.0,44240.0,0.0,0.0,0.0,79917.0,55358.0,50988.0,55530.0,0.0,436687.0,436687.0,881089.0,216455.0,458385.0,171619.0,115459.0,176885.0,167400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120257.0,120257.0,60577.0,78168.0,0.0,41538.0,0.0,0.0,0.0,0.0,68011.0,68011.0,65469.0,36712.0,33872.0,0.0,0.0,0.0,0.0
2-Phenylpiperazine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108085.0,0.0,0.0,0.0,0.0,0.0,0.0,527995.0,527995.0,523529.0,397422.0,0.0,285717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49255.0,49255.0,92808.0,66327.0,51398.0,53195.0,0.0,0.0,0.0,49255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187229.0,0.0
25-Hydroxycholesterol,89476.0,0.0,0.0,0.0,0.0,0.0,188882.0,188882.0,35583.0,0.0,0.0,77615.0,0.0,0.0,0.0,0.0,56478.0,56478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199279.0,199279.0,47323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569006.0,69059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470634.0,470634.0,123767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97125.0,348550.0,95339.0,0.0,0.0,0.0,0.0,0.0,0.0,97125.0,90267.0,90267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544035.0,84669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70045.0,70045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19628.0,19628.0,49320.0,0.0,0.0,11143.0,0.0,0.0,0.0
3-(2-Hydroxyethyl)indole,77361.0,0.0,0.0,0.0,0.0,0.0,671544.0,671544.0,130894.0,653027.0,576237.0,613311.0,135013.0,354598.0,163498.0,341166.0,136717.0,136717.0,0.0,59775.0,86022.0,117869.0,144726.0,156339.0,110121.0,112231.0,132399.0,132399.0,71332.0,66080.0,66068.0,69178.0,101553.0,63804.0,112931.0,50506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651611.0,139798.0,143098.0,97650.0,111512.0,157660.0,98798.0,84072.0,100020.0,42271.0,42271.0,60294.0,34086.0,0.0,64153.0,113814.0,151810.0,82381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28727.0,28727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-Hydroxymethylmefenamic acid,0.0,0.0,0.0,0.0,0.0,0.0,245079.0,245079.0,0.0,0.0,0.0,41888.0,0.0,0.0,74098.0,0.0,150814.0,150814.0,0.0,0.0,0.0,0.0,71887.0,99026.0,57147.0,62914.0,425061.0,425061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166211.0,166211.0,0.0,0.0,0.0,136887.0,0.0,0.0,171166.0,135781.0,1006240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117113.0,117113.0,159307.0,0.0,72319.0,93360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141357.0,289451.0,97498.0,0.0,0.0,120150.0,77396.0,59512.0,0.0,141357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158289.0,0.0,111233.0,245251.0,0.0,143850.0,134898.0,150733.0,148902.0,158289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-Indoleacrylic acid,0.0,0.0,862184.0,0.0,727732.0,0.0,880030.0,880030.0,0.0,0.0,0.0,833025.0,958754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728717.0,0.0,0.0,0.0,0.0,0.0,0.0,568703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870460.0,0.0,0.0,606307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522773.0,0.0,0.0,0.0,0.0,0.0,0.0,763975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636736.0,0.0,0.0,0.0,784373.0,784373.0,0.0,0.0,923887.0,0.0,0.0,0.0,0.0,798707.0,490519.0,490519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-Phenoxypropionic acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242241.0,307488.0,249781.0,162325.0,328760.0,177239.0,203801.0,247034.0,291031.0,242241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276446.0,276446.0,175606.0,130440.0,297237.0,347361.0,208536.0,308465.0,238436.0
4-(1-Piperazinyl)-1H-indole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53392.0,53392.0,0.0,0.0,50642.0,57338.0,0.0,41691.0,64860.0,56957.0,74359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101686.0,101686.0,344779.0,91275.0,161198.0,61586.0,213426.0,242078.0,200728.0,76123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18302.0,0.0,369582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78697.0,54407.0,97324.0,0.0,51265.0,0.0,0.0,0.0,0.0,78697.0,0.0,0.0,34058.0,66851.0,0.0,0.0,0.0,54628.0,37310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-(p-Methoxyphenyl)-2-butanone,0.0,0.0,0.0,0.0,0.0,0.0,661454.0,661454.0,78341.0,85925.0,0.0,0.0,0.0,0.0,0.0,0.0,451182.0,451182.0,262575.0,252156.0,80889.0,228406.0,79424.0,57400.0,0.0,0.0,5234154.0,5234154.0,3067557.0,748863.0,347801.0,478337.0,98278.0,0.0,0.0,0.0,70984.0,70984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47892.0,2969142.0,225011.0,88429.0,0.0,0.0,0.0,0.0,0.0,0.0,1802009.0,1802009.0,1706627.0,1206670.0,1009988.0,1458487.0,177714.0,11206.0,0.0,105896.0,105896.0,0.0,114127.0,60409.0,124772.0,164484.0,96384.0,149469.0,173408.0,0.0,0.0,172137.0,58327.0,101807.0,220014.0,42326.0,38193.0,49497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293849.0,2956143.0,598708.0,309575.0,259937.0,429977.0,118301.0,46717.0,0.0,1293849.0,290294.0,290294.0,52553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260164.0,310208.0,373195.0,271042.0,297261.0,191900.0,151558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154350.0,1154350.0,621443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212420.0,0.0,0.0,0.0
"5S-Hydroxy-6E,8Z,11Z-eicosatrienoic acid",63581.0,40736.0,87746.0,33442.0,27180.0,0.0,363386.0,363386.0,39838.0,401789.0,143139.0,121005.0,60432.0,69407.0,44996.0,58342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160706.0,160706.0,53764.0,0.0,0.0,64712.0,104605.0,101549.0,91154.0,65243.0,138761.0,138761.0,65290.0,0.0,0.0,55644.0,0.0,79925.0,129225.0,134428.0,1656420.0,43431.0,96782.0,87813.0,138579.0,179310.0,148126.0,226964.0,154992.0,160052.0,160052.0,395840.0,87410.0,27733.0,0.0,97308.0,53042.0,0.0,0.0,0.0,541060.0,564443.0,476467.0,270474.0,569511.0,575008.0,540176.0,545359.0,0.0,0.0,224864.0,256508.0,270129.0,302807.0,92801.0,77172.0,124948.0,0.0,0.0,0.0,0.0,28439.0,34244.0,66664.0,164907.0,61902.0,0.0,0.0,168068.0,0.0,0.0,0.0,0.0,20225.0,0.0,0.0,0.0,168068.0,0.0,685734.0,152302.0,0.0,0.0,53912.0,62222.0,0.0,0.0,0.0,269325.0,269325.0,31825.0,0.0,0.0,0.0,31442.0,45223.0,48136.0,0.0,608527.0,2743834.0,1908129.0,1845251.0,2167892.0,2186739.0,1473866.0,2031329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293960.0,293960.0,0.0,76710.0,0.0,45118.0,0.0,57690.0,72982.0,73714.0,0.0,0.0,0.0,0.0,120787.0,215367.0,105633.0,135881.0,80167.0
7-Oxocholesterol,417619.0,811353.0,830716.0,1058328.0,901073.0,566940.0,847522.0,847522.0,351962.0,1255097.0,711820.0,1016713.0,684074.0,661712.0,685402.0,831522.0,208641.0,208641.0,124547.0,188943.0,165741.0,518014.0,407593.0,583669.0,520567.0,490135.0,732575.0,732575.0,687440.0,438196.0,394067.0,638519.0,994678.0,911296.0,881749.0,568786.0,608395.0,608395.0,429703.0,382991.0,679155.0,935371.0,381729.0,587497.0,838789.0,615018.0,1657387.0,915458.0,958841.0,598645.0,891377.0,1221183.0,840226.0,979801.0,1054900.0,1100104.0,1100104.0,1509332.0,1265670.0,414357.0,881894.0,1526229.0,950017.0,935773.0,553641.0,553641.0,1303686.0,1117134.0,1243364.0,649783.0,1180824.0,1328894.0,1255465.0,768388.0,219478.0,219478.0,1078973.0,1091357.0,1350309.0,1408417.0,886127.0,706003.0,852425.0,219478.0,70383.0,537382.0,358793.0,600081.0,800725.0,1052261.0,1893792.0,771609.0,456602.0,70383.0,795305.0,282425.0,260693.0,371769.0,85965.0,342798.0,301206.0,678850.0,329831.0,795305.0,351866.0,946202.0,647312.0,333836.0,410310.0,1456735.0,1190083.0,1030104.0,980866.0,351866.0,1355181.0,1355181.0,1721746.0,685018.0,970594.0,905290.0,576975.0,1087834.0,939955.0,0.0,711847.0,1940252.0,1051611.0,999905.0,1065886.0,1162739.0,854162.0,1078498.0,0.0,2837718.0,2525473.0,2040401.0,472256.0,1349607.0,578070.0,684394.0,1089517.0,972467.0,2837718.0,416236.0,732332.0,1068281.0,1233620.0,513608.0,861617.0,849581.0,1099011.0,824604.0,416236.0,492913.0,492913.0,817871.0,998111.0,394984.0,506276.0,280233.0,543291.0,671849.0,610945.0,94958.0,94958.0,350865.0,180978.0,2016247.0,1527240.0,1355023.0,1353078.0,988047.0
Azithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101040.0,101040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165281.0,165281.0,84727.0,0.0,0.0,77107.0,0.0,0.0,90322.0,71228.0,172780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65603.0,65603.0,0.0,98617.0,0.0,117752.0,220582.0,178042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111811.0,75552.0,0.0,84653.0,0.0,70603.0,99276.0,121463.0,56094.0,111811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428521.0,428521.0,576808.0,211839.0,308173.0,197127.0,171504.0,262545.0,258307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93980.0,96564.0,87613.0,0.0,106193.0,0.0,0.0,56861.0,0.0,93980.0,85309.0,0.0,0.0,128476.0,0.0,63590.0,94441.0,105334.0,74476.0,85309.0,383608.0,383608.0,201140.0,197646.0,100771.0,231530.0,123481.0,203637.0,224824.0,244275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aztreonam,86587.0,0.0,52844.0,234153.0,202542.0,122203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308665.0,308665.0,128533.0,153711.0,94818.0,117884.0,67535.0,77297.0,67282.0,74674.0,292668.0,292668.0,0.0,0.0,0.0,45622.0,104076.0,100975.0,115971.0,88176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160190.0,533771.0,478091.0,280312.0,347451.0,396569.0,331265.0,248327.0,266168.0,928587.0,928587.0,512309.0,417426.0,120764.0,245963.0,0.0,211672.0,95348.0,0.0,0.0,113682.0,0.0,68726.0,0.0,121926.0,161623.0,137801.0,0.0,0.0,0.0,0.0,109021.0,172017.0,263481.0,232186.0,164999.0,169867.0,0.0,178745.0,130555.0,69357.0,151240.0,107296.0,272465.0,683632.0,215885.0,87640.0,178745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53285.0,0.0,0.0,125114.0,358930.0,164318.0,0.0,0.0,112961.0,44196.0,0.0,0.0,125114.0,231004.0,231004.0,302676.0,172409.0,232682.0,160471.0,72652.0,217017.0,111599.0,0.0,0.0,57748.0,0.0,0.0,36276.0,50433.0,0.0,46635.0,0.0,125785.0,272686.0,218174.0,0.0,123695.0,0.0,0.0,41370.0,121708.0,125785.0,0.0,0.0,0.0,142601.0,0.0,0.0,0.0,97337.0,0.0,0.0,159315.0,159315.0,98704.0,169996.0,87165.0,201046.0,73091.0,173832.0,148259.0,128852.0,82053.0,82053.0,0.0,0.0,0.0,0.0,0.0,76566.0,0.0
C11:DB UHQ aka  2-undecenyl-quinoloin-4(1H)-one position of double bond unknown,969263.0,232255.0,67703.0,56406.0,0.0,0.0,0.0,0.0,2415310.0,2254820.0,376688.0,122645.0,0.0,0.0,0.0,0.0,38458.0,38458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204262.0,92717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566525.0,257510.0,64069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337254.0,337254.0,97544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58047.0,58047.0,77477.0,0.0,0.0,0.0,0.0,0.0,0.0
C17-Sphinganine,323136.0,0.0,0.0,0.0,0.0,0.0,830481.0,830481.0,67229.0,94884.0,0.0,0.0,0.0,0.0,0.0,0.0,259305.0,259305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429596.0,429596.0,0.0,0.0,0.0,0.0,0.0,0.0,37199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940302.0,940302.0,289839.0,283486.0,105108.0,95441.0,191276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33254.0,0.0,0.0,0.0,0.0,0.0,42568.0,0.0,0.0,37008.0,0.0,0.0,0.0,0.0,0.0,42568.0,221775.0,324707.0,84305.0,0.0,0.0,0.0,0.0,0.0,0.0,221775.0,650826.0,650826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43869.0,0.0,0.0,0.0,45935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63572.0,63572.0,0.0,0.0,0.0,0.0,0.0,0.0,69632.0,0.0,83582.0,83582.0,45554.0,0.0,0.0,0.0,0.0,0.0,0.0
