# Feature / Sample,Validation|LLDeep_0001,Validation|LLDeep_0003,Validation|LLDeep_0010,Validation|LLDeep_0011,Validation|LLDeep_0012,Validation|LLDeep_0015,Validation|LLDeep_0018,Validation|LLDeep_0021,Validation|LLDeep_0022,Validation|LLDeep_0024,Validation|LLDeep_0026,Validation|LLDeep_0027,Validation|LLDeep_0028,Validation|LLDeep_0029,Validation|LLDeep_0030,Validation|LLDeep_0033,Validation|LLDeep_0034,Validation|LLDeep_0037,Validation|LLDeep_0039,Validation|LLDeep_0043,Validation|LLDeep_0047,Validation|LLDeep_0052,Validation|UMCGIBD00072,Validation|UMCGIBD00122,Validation|UMCGIBD00030,Validation|UMCGIBD00167,Validation|UMCGIBD00208,Validation|UMCGIBD00032,Validation|UMCGIBD00529,Validation|UMCGIBD00371,Validation|UMCGIBD00145,Validation|UMCGIBD00613,Validation|UMCGIBD00004,Validation|UMCGIBD00053,Validation|UMCGIBD00269,Validation|UMCGIBD00250,Validation|UMCGIBD00327,Validation|UMCGIBD00249,Validation|UMCGIBD00461,Validation|UMCGIBD00266,Validation|UMCGIBD00347,Validation|UMCGIBD00645,Validation|UMCGIBD00361,Validation|UMCGIBD00485,Validation|UMCGIBD00041,Validation|UMCGIBD00126,Validation|UMCGIBD00082,Validation|UMCGIBD00442,Validation|UMCGIBD00412,Validation|UMCGIBD00539,Validation|UMCGIBD00077,Validation|UMCGIBD00141,Validation|UMCGIBD00389,Validation|UMCGIBD00112,Validation|UMCGIBD00508,Validation|UMCGIBD00588,Validation|UMCGIBD00106,Validation|UMCGIBD00393,Validation|UMCGIBD00458,Validation|UMCGIBD00254,Validation|UMCGIBD00593,Validation|UMCGIBD00233,Validation|UMCGIBD00238,Validation|UMCGIBD00027,Validation|UMCGIBD00064
Bacteroides_vulgatus,0.0076706000000000005,0.0212245,0.0249252,0.011107200000000001,0.0080369,0.011545,0.0017481999999999999,0.0059772,0.0100477,0.0026623000000000003,0.0008089999999999999,0.012465100000000002,0.003911400000000001,0.0,0.0041251000000000005,0.007825499999999999,0.00031949999999999996,0.0036815,0.0,0.0,0.005440100000000001,0.005392899999999999,0.01063,0.00012150000000000001,0.239731,0.0129238,0.007935300000000001,0.0,0.0115064,0.0823057,0.0,0.0159318,0.0253879,0.0125926,0.0,0.0090333,0.021586599999999997,0.0036130000000000003,0.0,0.0013210000000000001,0.0022616,0.024974700000000002,0.002482,0.0,0.0,0.0,0.0,0.0069723,0.0180478,0.0019737,0.004157899999999999,0.053247800000000005,0.0057523999999999995,0.0194528,0.009988,0.0009246,0.11318099999999999,0.0297735,0.0039542,0.0,0.0036798,0.0,0.0046731,0.0326858,2.57e-05
Bacteroides_xylanisolvens,8.809999999999999e-05,0.001668,0.0016574,0.0001348,5.7799999999999995e-05,0.000918,0.0,0.0006663,0.0006457,9e-05,0.0,0.0,9.05e-05,0.0013138,0.0003198,0.0008585000000000001,6.8e-06,3.11e-05,0.0,9.4e-06,0.0002238,0.0004183,0.0,0.0,0.0,0.0005344999999999999,0.0,0.0,0.0019253,0.0,0.0,0.0005367999999999999,0.0114996,0.0,0.0,0.00017130000000000002,0.0010691,0.0,0.0,8.31e-05,5.629999999999999e-05,0.0,0.0013978,0.0,0.0,0.0,0.0,0.0,1.9e-06,0.0,5.4000000000000005e-05,0.0033898000000000005,0.0,0.0,0.0017593,0.0,0.0,0.0,0.0058534,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroidales_bacterium_ph8,0.0005936,0.0,0.0,0.0091098,0.0005806,0.0036954,0.0060723,0.0013250999999999998,0.007263800000000001,0.0010140000000000001,0.0,0.00039119999999999997,0.0004612,0.0013959,1.22e-05,0.0061751,2.59e-05,0.0014384,0.0001115,0.0,0.0029446,0.0001774,0.0,0.0002917,0.0,0.0010477,0.0036116,0.0001085,0.0022541999999999996,0.015511099999999998,0.0,0.0039356,0.0,0.0,0.0,0.0003179,0.0017317999999999997,0.0,0.0,9.120000000000001e-05,0.0024785,0.0,0.0,0.0,0.0,0.0,0.0011352,0.0,0.0006287,0.0,0.0,0.0,0.001964,0.0032855,0.0011675999999999998,0.0004125,0.0,0.0013825999999999999,0.0019993,0.0,0.0006365,0.004218,5.28e-05,0.0045489,0.0
Barnesiella_intestinihominis,0.0006554999999999999,0.0,0.0109015,0.026356400000000002,0.0009842,0.0027753,0.011353799999999999,0.002137,0.0129484,0.0020287,0.0,0.0002294,0.0095079,0.0027378,0.0013927,0.0135609,0.0002695,0.0021579,0.0012165999999999998,8.44e-05,0.0010653,0.0016633,0.0,0.0018398,0.0,0.021211700000000003,0.015353799999999999,0.0,0.0048231,0.0464661,0.0,0.0044192,0.0,0.0,0.0,0.006529300000000001,0.0135437,0.0036518,0.0,0.0010812,0.0114291,0.0,0.0,0.009690100000000002,0.0,0.0,0.0,0.0,0.024693299999999998,0.0,0.0015724,0.0,0.0,0.0,0.007583499999999999,0.0033515999999999997,0.0,0.0,0.007544499999999999,0.0,0.0007742999999999999,0.0,0.010002500000000001,0.0,0.0
Odoribacter_laneus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odoribacter_splanchnicus,0.0,0.0,0.0,0.0023829,0.0,0.0,0.0015720999999999999,0.0045133000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016637999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008688799999999998,0.0,0.0021074,0.0,0.0,0.0,0.0,0.0025763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006902299999999999,0.0,0.0,0.0036683999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parabacteroides_distasonis,0.00018480000000000002,0.0010918,0.00020269999999999997,0.0235768,0.0001471,0.00042249999999999997,0.0,0.006538800000000001,0.0021403000000000004,0.0005502999999999999,0.0,9.01e-05,0.0014330999999999999,0.0001375,0.0003919,0.0001047,0.0,0.0003587,0.0,0.0,0.0003085,8.48e-05,0.0,0.0005258999999999999,0.0,0.00047969999999999995,0.0011110999999999998,0.0,0.01222,0.0,0.0,0.0001281,0.0,0.0032209000000000005,0.0090462,0.003042,0.0,0.0,0.0,2.8600000000000004e-05,0.0,0.0018804000000000002,0.00018659999999999998,0.0,0.0,0.005651300000000001,0.0025558000000000004,0.0,0.0087181,0.0,0.0005974999999999999,0.0,0.0,0.0037534999999999995,0.0012123,0.0002218,0.0,0.0050649,0.0004914,0.0,0.0,0.0,0.0001898,0.0,0.0
Parabacteroides_goldsteinii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parabacteroides_merdae,0.0005574,0.0,0.0040852,0.0098675,0.0012294,0.0,0.0016703,0.0,0.0,0.0023629000000000002,0.0,0.0,0.0046189,0.0,0.0,0.0048966999999999995,0.0020266,4.8e-06,0.0,0.00035469999999999995,0.0,0.0,0.0,0.0011597,0.0,0.0046206,0.0,0.0,0.010631100000000001,0.0,0.0,0.0121397,0.0,0.0079644,0.0,0.0,0.0210295,0.0074877,0.0,0.0021701999999999997,0.0033309,0.0,0.010389200000000001,0.0,0.0,0.0,0.0,0.0,0.0015078,0.0,0.0001533,0.0,0.0039799,0.0054838000000000005,0.0,0.0,0.0,0.0,0.0015753,0.0,0.0082559,0.0,0.0,0.007206999999999999,0.0
Parabacteroides_unclassified,0.0013607,0.0014767,0.0057982,0.0,0.0,0.0030783,0.00045910000000000005,0.0,0.0026504000000000002,0.0,0.0,0.0002299,0.0,4.83e-05,0.0009718,0.0,0.0,6.63e-05,0.0,0.0,0.0013684,0.0010305,0.0,0.0,0.0003096,0.0094611,0.0003404,0.0,0.0,0.0,0.0,0.0,0.0117539,0.0,0.0127971,0.0,0.0,0.0,0.0,0.0,0.0,0.0022881999999999998,0.0,0.0,0.0,0.0032178000000000003,0.005841300000000001,0.0,0.0024704,0.0,0.0006952999999999999,0.0,0.0,0.0,0.002919,0.000655,0.0608105,0.0044803,0.0,0.0,0.0,0.0,0.0067363,0.0,0.0
Paraprevotella_clara,0.0017315000000000002,0.0,0.0,0.0010062,0.0002029,0.0,0.0001724,0.0,0.0010912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44e-05,0.0,0.0,0.0001831,0.000205,0.0160819,0.0008752,0.0,0.0,0.0,0.0,0.0,0.0021388,0.0,0.0,0.0,0.0003688,0.0057318000000000004,0.0,0.0,0.0,0.0,0.0008952,0.0,0.0,0.0,0.0,0.0003656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002352,0.0,0.0,0.0,0.0,0.0,0.0
Paraprevotella_unclassified,0.0020242999999999997,0.0,0.0,0.0039579,0.0005837999999999999,0.0,0.0006093,0.0,0.0031414000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.170000000000001e-05,0.0,0.0,0.0001504,0.0,0.0,0.0005309000000000001,0.0012966,0.010136299999999999,0.0014194000000000001,0.0,0.0,0.0,0.0,0.0,0.0040799,0.0,0.0,0.0,0.0008283999999999999,0.0238361,0.0,0.0,0.0,0.0,0.0027616,0.0,0.0,0.0,0.0,0.0046546999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008022,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella_copri,0.013166999999999998,0.0,0.0,0.0,0.0,0.0,0.004225,0.0005331,0.0,0.0041034,0.0,0.0,0.0,0.0,0.0075613,0.0,0.0025326,0.0,0.0,0.0028897,0.0,0.0,0.0,0.11956300000000002,0.0,0.0428726,0.0,0.0,0.0,0.0,0.0,0.040473199999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200136,0.0,0.27229699999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006559399999999999,0.0,0.0,0.0,0.0017590999999999998,0.0002802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistipes_finegoldii,0.0,0.0,0.0073181,0.0070801,0.0,0.0,0.0027231,0.00044489999999999997,0.0012119000000000001,0.001046,0.0001326,5.24e-05,2.5e-06,0.0,0.0014853,0.00028510000000000005,5.07e-05,0.0011181,0.0030932,0.0,0.00014040000000000002,0.0005734,0.0,0.0,0.0,0.0018506,0.00041479999999999995,0.0,0.0017890999999999998,0.0,0.0,0.0002676,0.0,0.0018942,0.0002318,0.0,0.0,0.0015543,0.0,0.0003887,0.0,0.0,0.0,0.0029505,0.0,0.0,0.0001372,0.0,8.740000000000001e-05,0.0,5.39e-05,0.0,0.0,0.0,0.0004968,0.0,0.0,0.011228499999999999,0.004945199999999999,0.0,0.0,0.0,0.0010692,0.0,0.0
Alistipes_indistinctus,0.0015127,0.0,0.0,0.0020824000000000003,0.000101,0.0,0.007085899999999999,0.0,0.0012111,0.0018599,0.0,0.0001758,0.00030589999999999995,0.00022,0.0006164,0.0014997,0.0,0.0008708,0.0,0.0,0.00040730000000000003,0.00013969999999999998,0.0,0.0,0.0,0.0,0.00031289999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001572,0.0,0.0,0.0,0.0,0.00033519999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010022,0.0,0.0,0.0,0.0,0.0,0.0073298999999999994,0.0,0.0,0.0027711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistipes_onderdonkii,9.67e-05,0.0,0.0033137,0.0127543,0.0001505,0.0008476000000000001,0.041904500000000004,0.0007938,0.0003321,0.0026731,0.0006551,0.0013335999999999999,0.0,0.0,0.0014826,0.0017636,0.0001696,0.0005113,0.0,0.0,0.0009363999999999999,0.0011485,0.0,0.0,0.0,0.004504600000000001,0.0081703,0.0,0.029531,0.0,0.0,0.0,0.0,0.006453100000000001,0.0052986000000000005,0.0,0.0,0.0762759,0.0,0.0010756,0.0054753,0.0,0.0,0.0,0.0,0.0,0.0050717,0.0,0.008387200000000001,0.0,9.520000000000001e-05,0.0,0.0014149000000000002,0.0034861999999999996,0.0051087,0.0,0.0,0.0229732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistipes_putredinis,0.0016910999999999999,0.0,0.0,0.026941399999999997,0.0066729,0.0155993,0.0470124,0.0691539,0.0174833,0.0095472,0.0,0.0048481,0.010431999999999999,0.0,0.0076352,0.0138333,0.0046047,0.009637999999999999,0.0031471999999999997,0.0008384999999999999,0.0061957,0.0050535,1.39e-05,0.0030823,0.0,0.0088489,0.022169499999999998,0.0,0.013994799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010149999999999999,0.028036000000000002,0.0,0.0095684,0.038216599999999996,0.0,0.0,0.0,0.0,0.0,0.0266958,0.0,0.0357731,0.0,0.0,0.0,0.0068631000000000005,0.0,0.03806280000000001,0.0,0.00030920000000000003,0.0158207,0.0049288000000000005,0.0,0.0022179,0.0,0.0386123,0.0,0.0
Alistipes_senegalensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistipes_shahii,0.0007434999999999999,0.0,0.0057969,0.006770100000000001,0.0022091999999999997,0.0028409000000000004,0.0027768000000000003,0.0030456999999999997,0.005778899999999999,0.0016499000000000002,0.0,0.00042469999999999997,0.0008836,0.0,0.000322,0.0058747,8.87e-05,0.0037893000000000002,0.0,0.0,0.00023559999999999998,0.0006292000000000001,0.0,1.7100000000000002e-05,0.0,0.0007035,0.008787200000000002,0.0,0.0026392,0.0,0.0,0.0028318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006383,0.0,0.0,0.0,0.0024010999999999998,0.0,0.0,0.0035814,0.0,0.0019484,0.0,0.0,0.0,0.0005412,0.0013295,0.0015912,0.0,0.0,0.0,0.0132944,0.0,0.0,0.0,0.0029917,0.0,0.0
Alistipes_sp_AP11,0.0,0.0,0.0,0.0029851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106385,0.0,0.0036851999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006587300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014850999999999998,0.0,0.0,0.0,0.0,0.0,0.0024613000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistipes_sp_HGB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistipes_unclassified,0.0,0.008512899999999999,0.0336503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156256,0.0,0.0,0.0,0.0,0.0,0.0007887,0.0,0.0,1.6800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004832,0.0513082,0.0,0.0,0.0,0.0,0.0008603999999999999,0.0067071,0.0,0.0,0.0,0.0,0.0,0.0,0.0057875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105772,0.0,0.0126399,0.00057,0.0,0.0,0.0,0.0,0.0202076,0.0,0.0174299,0.0009255000000000001
Enterococcus_avium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus_faecium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus_acidophilus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus_casei_paracasei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus_gasseri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus_plantarum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus_rhamnosus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus_salivarius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pediococcus_acidilactici,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pediococcus_lolii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pediococcus_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leuconostoc_citreum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactococcus_lactis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_australis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_lutetiensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_mutans,0.0,0.0,0.0,0.00023209999999999998,0.0,0.0,0.0,0.0,0.0,0.0022447,6.77e-05,0.0,0.0,0.0,0.0,0.0,0.0001801,0.0,0.0,5.47e-05,4e-06,0.0,0.0,0.0,0.0,0.0001421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023799999999999998,0.0055211999999999995,0.0012722,0.0,0.0053475,0.0,0.0,0.0,0.0,0.0002055,0.0,0.00012629999999999998,0.0,0.0,0.0,0.0006942000000000001,0.0054048,0.0004665,0.0012541,0.0,0.00029319999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_parasanguinis,0.0002942,0.0,0.00021869999999999998,0.0036533,0.0023638,0.0,0.0010561,0.000335,2.3100000000000002e-05,0.004569,0.0011647,0.00011640000000000001,9.77e-05,0.0001705,0.0024815,0.0,0.0012424,0.0001013,0.002133,0.0031421,7.609999999999999e-05,0.0008368000000000001,0.0008496,0.0033926000000000004,0.0,0.0157606,5.67e-05,0.0006360000000000001,0.0006762000000000001,0.0022389,0.0024241999999999996,0.0006322,0.00021840000000000002,0.0005116000000000001,0.0007647,0.024142700000000003,0.012034600000000001,0.007259999999999999,0.0552802,0.004728199999999999,0.0009869,0.000872,0.008236499999999999,0.0003992,0.0012311,0.000723,0.0011897000000000001,0.0,0.0001821,0.010836100000000001,0.033248,0.007845999999999999,0.034304400000000006,0.0005172000000000001,0.0033231000000000003,0.0005992,0.0013199000000000002,0.00033580000000000003,0.042056699999999995,0.0013050999999999998,0.00020390000000000002,0.0,0.000301,0.0003764,0.0018008
